file_name,info
4202.T_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
KPRM.NS_FY2022_Annual-Report-2022.pdf,Successfully downloaded
"6808.HK_FY2022_2021-2022 Environmental, Social andGovernance Report.pdf",Successfully downloaded
3086.T_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
FBU.NZ_FY2022_2022-annual-report.pdf,Successfully downloaded
SUMH.NS_FY2022_Sustainability Data Book 2022.pdf,Successfully downloaded
LSPD.TO_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
LICH.NS_FY2022_2021_2022_Annual_Report.pdf,Successfully downloaded
VRE.HM_FY2022_2022 Annual Report.pdf,Successfully downloaded
1721.T_FY2022_COMSYS GROUP REPORT 2022.pdf,Successfully downloaded
6481.T_FY2022_THK_CSR2022_en.pdf,Successfully downloaded
EXID.NS_FY2022_Sustainability Report2021-22.pdf,Successfully downloaded
029780.KS_FY2022_2022_SamsungCard_ESG_report_220830_eng.pdf,Successfully downloaded
DARK.L_FY2022_Darktrace_Annual_Report_FY2022_Web.pdf,Successfully downloaded
5076.T_FY2022_infroneer_integrated_report_2022_all_en.pdf,Successfully downloaded
AVAV.OQ_FY2022_AVAV_CSR_Report_2022.pdf,Successfully downloaded
2229.T_FY2022_CalbeeReport2022_en.pdf,Successfully downloaded
5110.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
RPD.OQ_FY2022_rapid7-2022-social-good-report2.pdf,Successfully downloaded
LBRT.N_FY2022_Bettering-Human-Lives-Liberty-Energy-ESG-Report-2021-Spreads-Web-2.pdf,Successfully downloaded
AMMB.KL_FY2022_2022 Sustainability Report.pdf,Successfully downloaded
"2096.HK_FY2022_Environmental, Social and Governance Report 2021.pdf",Successfully downloaded
CBOM.MM_FY2022_THE EQUATOR PRINCIPLES REPORT 2021.pdf,Successfully downloaded
HAPL.NS_FY2022_Annual report 2022.pdf,Successfully downloaded
BKW.AX_FY2022_Sustainability report 2022.pdf,Successfully downloaded
IDCC.OQ_FY2022_2022 CORPORATE SUSTAINABILITY REPORT.pdf,Successfully downloaded
SBMO.AS_FY2022_Annual Report 2022.pdf,Successfully downloaded
005940.KS_FY2022_2022 INTEGRATED REPORT.pdf,Successfully downloaded
7282.T_FY2022_TOYODA GOSEI REPORT 2022.pdf,Successfully downloaded
RXO.N_FY2022_2022 Sustainability Report.pdf,Successfully downloaded
BION.S_FY2022_ESG.pdf,Successfully downloaded
4676.T_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
BAYE.NS_FY2022_BAYERCROP SCIENCESUSTAINABILITYPROGRESS REPORT.pdf,Successfully downloaded
QQ.L_FY2022_QinetiQ Group plcAnnual Report & Accounts 2022.pdf,Successfully downloaded
7240.T_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
NETL.SI_FY2022_SUSTAINABILITYREPORT.pdf,Successfully downloaded
9006.T_FY2022_KEIKYU GROUP IntegratedReport2022.pdf,Successfully downloaded
VCT.NZ_FY2022_Annual Report 2022.pdf,Successfully downloaded
NARY.NS_FY2022_Annual Report 2021-22.pdf,Successfully downloaded
SSPG.L_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
FRPL.SI_FY2022_Leading with Purpose - Integrated ESG Report 2022.pdf,Successfully downloaded
SMWH.L_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
VMUK.L_FY2022_Annual Report & Accounts 2022.pdf,Successfully downloaded
8955.T_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
IIFL.NS_FY2022_SUSTAINABILITY REPORT 2021-22.pdf,Successfully downloaded
2127.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
9404.T_FY2022_Corporate Report 2022.pdf,Successfully downloaded
STAA.OQ_FY2022_Sustainability Report.pdf,Successfully downloaded
NHMJ.J_FY2022_Sustainability report 2022.pdf,Successfully downloaded
GAMU.KL_FY2022_SUSTAINABILITYREPORT.pdf,Successfully downloaded
MAC.N_FY2022_CORPORATERESPONSIBILITYREPORT.pdf,Successfully downloaded
SMTO3.SA_FY2022_Annual SustainabilityReportCrop Year 20212022.pdf,Successfully downloaded
KEMIRA.HE_FY2022_SustainabilityReport 2022.pdf,Successfully downloaded
FL.N_FY2022_FISCAL YEAR 2021 IMPACT REPORT.pdf,Successfully downloaded
ADNH.AD_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
HARJ.J_FY2022_Integrated Annual Report 2022.pdf,Successfully downloaded
CSWI.OQ_FY2022_2022 Annual Report.pdf,Successfully downloaded
ADIA.NS_FY2022_Sustainability Report2021-22.pdf,Successfully downloaded
YTLS.KL_FY2022_Corporate Governance Report 2022.pdf,Successfully downloaded
2049.TW_FY2022_ESG REPORT 2021.pdf,Successfully downloaded
5803.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
9044.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
CRDE.NS_FY2022_INTEGRATED ANNUAL REPORT 2022.pdf,Successfully downloaded
JAMF.OQ_FY2022_2022 Purpose and Impact Report.pdf,Successfully downloaded
5021.T_FY2022_COSMO REPORT 2022.pdf,Successfully downloaded
MAHN.NS_FY2022_2022 Annual Report.pdf,Successfully downloaded
ACIW.OQ_FY2022_ACI Worldwide 2022 Sustainability Report.pdf,Successfully downloaded
KAJR.NS_FY2022_Integrated Annual Report 2021-2022.pdf,Successfully downloaded
0371.HK_FY2022_2021 Sustainability Report.pdf,Successfully downloaded
VESTA.MX_FY2022_Our Ethical Commitment Edition 2022.pdf,Successfully downloaded
7205.T_FY2022_HINO Sustainability Report 2021.pdf,Successfully downloaded
8410.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
ATM.NZ_FY2022_2022 CORPORATE GOVERNANCE STATEMENT.pdf,Successfully downloaded
6755.T_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
OUT1V.HE_FY2022_Sustainabilityreview.pdf,Successfully downloaded
BOQ.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
ATLP.NS_FY2022_Annual Report 2021-22.pdf,Successfully downloaded
MTS.AX_FY2022_SUSTAINABILITYREPORT2022.pdf,Successfully downloaded
ICCI.NS_FY2022_Environmental Social Governance report 2021-22.pdf,Successfully downloaded
NUVL.OQ_FY2022_2021Annual Report.pdf,Successfully downloaded
BBAR.BA_FY2022_Annual Report2022.pdf,Successfully downloaded
8359.T_FY2022_2022 Annual Report.pdf,Successfully downloaded
BAR.BR_FY2022_2022 Integrated annual report.pdf,Successfully downloaded
5233.T_FY2022_2022 Integrated Report.pdf,Successfully downloaded
PI.OQ_FY2022_CorporateCitizenshipDecember 2022.pdf,Successfully downloaded
GFF.N_FY2022_Griffon CorporationFISCAL 2021 ESG REPORT.pdf,Successfully downloaded
180640.KS_FY2022_HANJIN2022ESG REPORT.pdf,Successfully downloaded
FIVS.NS_FY2022_Annual Report 2021-2022.pdf,Successfully downloaded
"PIPR.N_FY2022_2021–2022Environmental, Socialand Governance Report.pdf",Successfully downloaded
ATRC.OQ_FY2022_ESG Report 2021.pdf,Successfully downloaded
1798.HK_FY2022_2021 Social Responsibility Report.pdf,Successfully downloaded
8424.T_FY2022_Fuyo Lease Group Integrated Report2022.pdf,Successfully downloaded
4812.T_FY2022_Dentsu GroupIntegrated Report2022.pdf,Successfully downloaded
4921.T_FY2022_FANCL REPORT2022.pdf,Successfully downloaded
ZEE.NS_FY2022_ANNUAL REPORT 2021-22.pdf,Successfully downloaded
2810.T_FY2022_INTEGRATED REPORT 2022.pdf,Successfully downloaded
NAVI.OQ_FY2022_Corporate Social Responsibility at Navient.pdf,Successfully downloaded
SAFE.L_FY2022_Safestore Sustainability report 2022.pdf,Successfully downloaded
IPCA.NS_FY2022_Annual report 2021-22.pdf,Successfully downloaded
CCA.TO_FY2022_ESG andSustainabilityReport2022.pdf,Successfully downloaded
PNN.L_FY2022_ESG Databook 2022.pdf,Successfully downloaded
5711.T_FY2022_ESG Report 2022.pdf,Successfully downloaded
3292.T_FY2022_SustainabilityReport2022 Vol.0.pdf,Successfully downloaded
DLGD.L_FY2022_Sustainability Report 2021.pdf,Successfully downloaded
ROVI.MC_FY2022_Integrated Report 2022.pdf,Successfully downloaded
NEX.N_FY2022_2021 CorporateResponsibility Report.pdf,Successfully downloaded
MBTN.S_FY2022_Magazine 2022.pdf,Successfully downloaded
6849.T_FY2022_NIHON KOHDEN REPORT 2022.pdf,Successfully downloaded
7729.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
BTEL.BH_FY2022_Batelco-CSR-2021_English.pdf,Successfully downloaded
TPZ.TO_FY2022_2021 SUSTAINABILITY REPORT.pdf,Successfully downloaded
"KMT.N_FY2022_ENVIRONMENTAL, SOCIAL AND GOVERNANCE 2022 REPORT.pdf",Successfully downloaded
282330.KS_FY2022_2021-2022 BGF Retail Sustainability Report.pdf,Successfully downloaded
071050.KS_FY2022_2022 KIH Sustainability Report.pdf,Successfully downloaded
GLEN.NS_FY2022_Integrated Annual Report 2021-22.pdf,Successfully downloaded
PETSP.L_FY2022_Social Value Report 2022.pdf,Successfully downloaded
GSHD.OQ_FY2022_Goosehead 2022 ESG Report.pdf,Successfully downloaded
9987.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
EMAM.NS_FY2022_INTEGRATED ANNUAL REPORT 2021-22.pdf,Successfully downloaded
ANN.AX_FY2022_Ansell Sustainability Report 2022.pdf,Successfully downloaded
ARIJ.J_FY2022_2022-Environmental-Social-and-Governance-ESG-Report.pdf,Successfully downloaded
3249.T_FY2022_ESG Report 2022.pdf,Successfully downloaded
272210.KS_FY2022_Hanwha_Systems_Sustainability_Report_2022_EN.pdf,Successfully downloaded
CNU.NZ_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
4205.T_FY2022_Zeon Group Integrated Report 2022.pdf,Successfully downloaded
CMA.CS_FY2022_rapport_financier_annuel_2021.pdf,Successfully downloaded
CWK.L_FY2022_CRNW-38732-Annual-Report-2022_WEB_FINAL.pdf,Successfully downloaded
RNW.TO_FY2022_2022.12.31 RNW Annual Report.pdf,Successfully downloaded
NEC.AX_FY2022_Nine-2022-Annual-Report-Web.pdf,Successfully downloaded
2222.T_FY2022_esg_data.pdf,Successfully downloaded
JBCH.NS_FY2022_suatainability-report.pdf,Successfully downloaded
1951.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
MINS.NS_FY2022_ESG Report 2021-22.pdf,Successfully downloaded
TISCO.BK_FY2022_2021-sustainability-report-en.pdf,Successfully downloaded
YTLP.KL_FY2022_YTL Group_Sustainability Report 2022.pdf,Successfully downloaded
RADC.NS_FY2022_ANNUAL REPORT 2021-22.pdf,Successfully downloaded
NUVA.OQ_FY2022_2022_NuVasive_ESG_Report.pdf,Successfully downloaded
NWL.AX_FY2022_Corporate Sustainability Report 2022.pdf,Successfully downloaded
SHO.N_FY2022_2022 Sustainability Report.pdf,Successfully downloaded
NIPF.NS_FY2022_Nippon-India-Asset-Management-Ltd-AR 2021-22.pdf,Successfully downloaded
DFDS.CO_FY2022_Annual Report 2021.pdf,Successfully downloaded
GLAD.NS_FY2022_Annual_Report_2021-22_(Single_Page).pdf,Successfully downloaded
TPK.L_FY2022_sustainability-report.pdf,Successfully downloaded
INAR.KL_FY2022_SUSTAINABILITY STATEMENT.pdf,Successfully downloaded
8283.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
BKME.KW_FY2022_AUB Kuwait ESG 2020 (3)-compressed - Copy.pdf,Successfully downloaded
3036.TW_FY2022_WT_ESG_Report_2021_eng.pdf,Successfully downloaded
SONO.OQ_FY2022_Sonos-2022-Listen-Better-Report.pdf,Successfully downloaded
"0995.HK_FY2022_2020 Environmental, Social, and Governance Report.pdf",Successfully downloaded
8976.T_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
FTCH.N_FY2022_Farfetch-2021-ESG-Report.pdf,Successfully downloaded
ALKb.CO_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
9749.T_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
"002572.SZ_FY2022_ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT.pdf",Successfully downloaded
"0586.HK_FY2022_2021 ENVIRONMENTAL, SOCIAL AND GOVERNANCE (ESG) REPORT.pdf",Successfully downloaded
CHOL.NS_FY2022_sustainability_report_20_21_full_report_3231050cf4.pdf,Successfully downloaded
ARCH.N_FY2022_Arch_Sustainability_2022__FINAL.pdf,Successfully downloaded
3994.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
GRTJ.J_FY2022_GOZ-FY22-sustainability-report.pdf,Successfully downloaded
DLEKG.TA_FY2022_2022-12-27-DK-SR-Website.pdf,Successfully downloaded
BPT.AX_FY2022_Beach2022SustainabilityReport.pdf,Successfully downloaded
7180.T_FY2022_2022 Integrated Report (Main Part).pdf,Successfully downloaded
NETCG.CO_FY2022_Netcompany-ESG-2022.pdf,Successfully downloaded
7716.T_FY2022_Sustainability_report_EN_2022.pdf,Successfully downloaded
AUB.AX_FY2022_AUB Group Limited Annual Report 2020.pdf,Successfully downloaded
KWSG.DE_FY2022_Sustainability Report 2021|2022.pdf,Successfully downloaded
GRSV.OQ_FY2022_sustainability-update-report-AG-2022.pdf,Successfully downloaded
HCC.N_FY2022_2022-Corporate-Responsibility-Report-–-ESG.pdf,Successfully downloaded
IIFW.NS_FY2022_Annual Report 2022.pdf,Successfully downloaded
SJW.N_FY2022_Sustainability Report 2021_0.pdf,Successfully downloaded
CBRL.OQ_FY2022_2022 ESG Report.pdf,Successfully downloaded
ELGE.NS_FY2022_ELGi-ESG-Report-2022.pdf,Successfully downloaded
"3633.HK_FY2022_2021 ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT.pdf",Successfully downloaded
PMV.AX_FY2022_Commitment-to-Sustainable-and-Responsible-Business-Practices.pdf,Successfully downloaded
LMPL.L_FY2022_LMP Responsible Business Report 2022.pdf,Successfully downloaded
2811.T_FY2022_Integrated 2022.pdf,Successfully downloaded
SUSEG.DE_FY2022_2022 Annual report.pdf,Successfully downloaded
8972.T_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
LUMN.K_FY2022_lumen-esg-report.pdf,Successfully downloaded
ROBF.PA_FY2022_2021-CSR-Report.pdf,Successfully downloaded
IIPR.N_FY2022_2022 ESG Report.pdf,Successfully downloaded
BLOOM.PS_FY2022_Solaire Sustainability Report 2022 --.pdf,Successfully downloaded
6952.T_FY2022_SustainabilityReport2022_en_all.pdf,Successfully downloaded
3401.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
SIAE.SI_FY2022_FY202122 Sustainability Report.pdf,Successfully downloaded
YSO.LS_FY2022_relatorio2021_en.pdf,Successfully downloaded
8279.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
KALN.NS_FY2022_Annual Report 2022.pdf,Successfully downloaded
RWC.AX_FY2022_2022_12_16_esg_report.pdf,Successfully downloaded
MCGJ.J_FY2022_Integrated Annual Report 2022.pdf,Successfully downloaded
SLG.N_FY2022_2022-SL-Green_ESG-Report.pdf,Successfully downloaded
NSR.AX_FY2022_Sustainablity-Report-2022-3.pdf,Successfully downloaded
6728.T_FY2022_Ulvac Value Report 2022.pdf,Successfully downloaded
"AIR.N_FY2022_2022 Environmental, Social, and Governance Report.pdf",Successfully downloaded
8967.T_FY2022_2022 Sustainability Report.pdf,Successfully downloaded
GILE.NS_FY2022_annual_report_2022_GIL.pdf,Successfully downloaded
1973.T_FY2022_2022_report.pdf,Successfully downloaded
5105.T_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
HAYS.L_FY2022_Sustainability+Report.pdf,Successfully downloaded
4401.T_FY2022_sustainability_data_book2022_en.pdf,Successfully downloaded
WGO.N_FY2022_2022 CORPORATE RESPONSIBILITY REPORT.pdf,Successfully downloaded
WPK.TO_FY2022_2020-Winpak-Sustainability-Report.pdf,Successfully downloaded
VGR.N_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
FRAS.KL_FY2022_FULLSR_FN_SR2022_15122022.pdf,Successfully downloaded
9301.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
ARTI.NS_FY2022_sustainability-report-2021-2022.pdf,Successfully downloaded
3532.TW_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
BRG.AX_FY2022_Annual Report 2022.pdf,Successfully downloaded
GODI.NS_FY2022_GIL-Annual-Report-2022.pdf,Successfully downloaded
6807.T_FY2022_JAE Report 2022.pdf,Successfully downloaded
CENT.OQ_FY2022_Web Page info.pdf,Successfully downloaded
3471.T_FY2022_ESG Report 2022.pdf,Successfully downloaded
1959.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
KNOS.L_FY2022_2022 Annual Report.pdf,Successfully downloaded
CEPU.BA_FY2022_SUSTAINABILITY REPORT 2021.pdf,Successfully downloaded
LGFa.N_FY2022_2022-annual-report.pdf,Successfully downloaded
MRPJ.J_FY2022_2022 Sustainability Report.pdf,Successfully downloaded
9698.HK_FY2022_GDS-2021-ESG-Report.pdf,Successfully downloaded
8012.T_FY2022_2022 Integrated Report.pdf,Successfully downloaded
5714.T_FY2022_Integrated Report.pdf,Successfully downloaded
IOVA.OQ_FY2022_ANNUAL REPORT 2021.pdf,Successfully downloaded
4203.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
MDCA.OQ_FY2022_STGW-FY-2022-Annual-Report_FINAL.pdf,Successfully downloaded
3397.T_FY2022_TORIDOLL REPORT 2022.pdf,Successfully downloaded
0512.HK_FY2022_GC Sustainability Report 2022.pdf,Successfully downloaded
"1375.HK_FY2022_2021 Social Responsibility & Environmental, Social and Governance (ESG) Report.pdf",Successfully downloaded
MSA.CS_FY2022_ESG Report 2022.pdf,Successfully downloaded
SIB.AD_FY2022_2022 ESG Report.pdf,Successfully downloaded
OXIG.L_FY2022_Sustainability report 2022 web.pdf,Successfully downloaded
8570.T_FY2022_Sustainability Report 2022 Vol.0 Sustainability Report.pdf,Successfully downloaded
000880.KS_FY2022_2022_Hanwha_Corporation_Sustainability_Report_eng.pdf,Successfully downloaded
GMT.NZ_FY2022_GOODMAN PROPERTY TRUST ANNUAL REPORT 2022.pdf,Successfully downloaded
ASHM.L_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
SGM.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
SGM.AX_FY2022_Climate report 2022.pdf,Successfully downloaded
OTEL.OM_FY2022_Sustainability+Report_Omantel_2021-Eng.pdf,Successfully downloaded
INE.TO_FY2022_Climate Assessment Report 2022.pdf,Successfully downloaded
GPOR.N_FY2022_Investor Presentation November 2022.pdf,Successfully downloaded
OSIS.OQ_FY2022_ANNUAL REPORT 2022.pdf,Successfully downloaded
SES.MI_FY2022_Integrated Annual Report 2022.pdf,Successfully downloaded
CLW.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
5463.T_FY2022_ESG Report 2022.pdf,Successfully downloaded
PPT.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
ATRD.NS_FY2022_ESG REPORT FY 2021-22.pdf,Successfully downloaded
6770.T_FY2022_INTEGRATED REPORT 2022.pdf,Successfully downloaded
DOW.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
SPNO.CO_FY2022_Report on sustainability and social responsibility 2022.pdf,Successfully downloaded
"SKYW.OQ_FY2022_ENVIRONMENTAL, SOCIAL, AND GOVERNANCE REPORT 2022.pdf",Successfully downloaded
WOSG.L_FY2022_ANNUAL REPORT AND ACCOUNTS 2022.pdf,Successfully downloaded
4506.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
AMP.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
7337.T_FY2022_INTEGRATED REPORT 2022.pdf,Successfully downloaded
4208.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
CYIE.NS_FY2022_Sustainability Report 2021-2022.pdf,Successfully downloaded
MONY.L_FY2022_Annual Report and Accounts 2022.pdf,Successfully downloaded
ROCK.OQ_FY2022_CORPORATE SOCIAL RESPONSIBILITY.pdf,Successfully downloaded
"GOOS.TO_FY2022_Environmental, Social and Governance Report 2022.pdf",Successfully downloaded
NLCI.NS_FY2022_ANNUAL REPORT 2021-2022.pdf,Successfully downloaded
RDW.L_FY2022_ESG scorecard.pdf,Successfully downloaded
LRE.L_FY2022_Annual Report & Accounts 2022.pdf,Successfully downloaded
"RAMP.N_FY2022_Environmental, Sustainability, and Governance Report 2022.pdf",Successfully downloaded
8385.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
TBBK.OQ_FY2022_ESG REPORT.pdf,Successfully downloaded
7984.T_FY2022_ESG Briefing.pdf,Successfully downloaded
LXIL.L_FY2022_Annual Report.pdf,Successfully downloaded
5471.T_FY2022_INTEGRATED REPORT.pdf,Successfully downloaded
8986.T_FY2022_Sustainability Report.pdf,Successfully downloaded
SLRS.MC_FY2022_SUSTAINABILITY REPORT.pdf,Successfully downloaded
9533.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
3282.T_FY2022_Sustainability Report.pdf,Successfully downloaded
6134.T_FY2022_CORPORATE REPORT.pdf,Successfully downloaded
2206.T_FY2022_CSR Report.pdf,Successfully downloaded
CTD.AX_FY2022_Sustainability Report.pdf,Successfully downloaded
GNE.NZ_FY2022_Sustainability Index.pdf,Successfully downloaded
8964.T_FY2022_ESG Report.pdf,Successfully downloaded
PEB.N_FY2022_ENVIRONMENTAL SUSTAINABILITY AND SOCIAL RESPONSIBILITY REPORT.pdf,Successfully downloaded
MSGE.N_FY2022_CORPORATE SOCIAL RESPONSIBILITY REPORT.pdf,Successfully downloaded
PATK.OQ_FY2022_RESPONSIBILITY & SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
WAFD.OQ_FY2022_ESG Report 2022.pdf,Successfully downloaded
PJT.N_FY2022_Corporate Sustainability Report.pdf,Successfully downloaded
WEB.AX_FY2022_Sustainability Report.pdf,Successfully downloaded
ANF.N_FY2022_FRANCE GENDER PAY GAP REPORT.pdf,Successfully downloaded
BAB.L_FY2022_Annual Report and Financial Statements.pdf,Successfully downloaded
4631.T_FY2022_Integrated Report.pdf,Successfully downloaded
4902.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
7313.T_FY2022_Integrated Report.pdf,Successfully downloaded
1860.T_FY2022_CORPORATE REPORT.pdf,Successfully downloaded
PRCT.OQ_FY2022_ESG Report 2022.pdf,Successfully downloaded
DRH.N_FY2022_CORPORATE RESPONSIBILITY REPORT.pdf,Successfully downloaded
SFR.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
7518.T_FY2022_Integrated Report.pdf,Successfully downloaded
6185.HK_FY2022_2021年社会责任报告.pdf,Successfully downloaded
JBGS.N_FY2022_ESG REPORT.pdf,Successfully downloaded
PCPL.N_FY2022_Corporate Governance Guidelines 2022.pdf,Successfully downloaded
9003.T_FY2022_Integrated Report.pdf,Successfully downloaded
7947.T_FY2022_Corporation Report.pdf,Successfully downloaded
8418.T_FY2022_Integrated Report.pdf,Successfully downloaded
CSR.AX_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
4061.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
DCMS.NS_FY2022_Sustainability Report 2021-22.pdf,Successfully downloaded
YINS.KL_FY2022_SUSTAINABILITY STATEMENT.pdf,Successfully downloaded
RLJ.N_FY2022_CORPORATE SUSTAINABILITY REPORT.pdf,Successfully downloaded
8273.T_FY2022_Integrated Report.pdf,Successfully downloaded
1662.T_FY2022_2022 Integrated Report.pdf,Successfully downloaded
PWLR.SI_FY2022_ANNUAL REPORT.pdf,Successfully downloaded
MTO.L_FY2022_ESG Report.pdf,Successfully downloaded
EAT.N_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
TEP.L_FY2022_ESG Report.pdf,Successfully downloaded
6925.T_FY2022_Ushio Report 2022.pdf,Successfully downloaded
AFFL.NS_FY2022_INTEGRATED ANNUAL REPORT 2021-22.pdf,Successfully downloaded
HAPP.NS_FY2022_Integrated Annual Report 2021-2022.pdf,Successfully downloaded
CBRO.L_FY2022_Annual Report.pdf,Successfully downloaded
SOFT.NS_FY2022_BUSINESS RESPONSIBILITY REPORT 2021-22.pdf,Successfully downloaded
TAH.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
AJBA.L_FY2022_Annual Report and Financial Statements .pdf,Successfully downloaded
VCTX.L_FY2022_ANNUAL REPORT.pdf,Successfully downloaded
3941.T_FY2022_Integrated Report.pdf,Successfully downloaded
088350.KS_FY2022_Sustainability Report.pdf,Successfully downloaded
ETL.PA_FY2022_Universal Registration Document.pdf,Successfully downloaded
0303.HK_FY2022_Sustainability Report.pdf,Successfully downloaded
001040.KS_FY2022_ESG REPORT.pdf,Successfully downloaded
3295.T_FY2022_ESG Report.pdf,Successfully downloaded
"VSTO.N_FY2022_Environmental, Social, and Governance Impact.pdf",Successfully downloaded
LHCJ.J_FY2022_Sustainability Complementary Data Report.pdf,Successfully downloaded
GTY.N_FY2022_Corporate Responsibility Report.pdf,Successfully downloaded
ATGE.N_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
2264.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
UDMY.OQ_FY2022_ESG Impact Report.pdf,Successfully downloaded
RNW.OQ_FY2022_Sustainability Report.pdf,Successfully downloaded
6588.T_FY2022_Integrated Report.pdf,Successfully downloaded
CMPR.OQ_FY2022_ESG Report.pdf,Successfully downloaded
ANDE.OQ_FY2022_SUSTAINABILITY REVIEW.pdf,Successfully downloaded
APAR.NS_FY2022_ESG Report 2021-2022.pdf,Successfully downloaded
FRU.TO_FY2022_SUSTAINABILITY REPORT.pdf,Successfully downloaded
ARB.AX_FY2022_Sustainability Review.pdf,Successfully downloaded
EIHO.NS_FY2022_Integrated Annual Report 2021-22.pdf,Successfully downloaded
BRIG.NS_FY2022_Sustainability Report GRI & BRSR 2021-22.pdf,Successfully downloaded
7732.T_FY2022_Topcon Report 2022.pdf,Successfully downloaded
TBSJ.J_FY2022_Sustainable Future Strategy.pdf,Successfully downloaded
MAB.L_FY2022_Annual Report and Accounts.pdf,Successfully downloaded
VSCO.N_FY2022_ESG Report.pdf,Successfully downloaded
4114.T_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
1893.T_FY2022_Annual Report.pdf,Successfully downloaded
7762.T_FY2022_Corporate Sustainability Report 2022.pdf,Successfully downloaded
7762.T_FY2022_Citizen Report 2022.pdf,Successfully downloaded
"BWP.AX_FY2022_ENVIRONMENTAL, SOCIAL AND GOVERNANCE.pdf",Successfully downloaded
DOM.L_FY2022_SUSTAINABILITY REPORT.pdf,Successfully downloaded
ABKK.KW_FY2022_Investor Presentation.pdf,Successfully downloaded
DK.N_FY2022_SUSTAINABILITY REPORT.pdf,Successfully downloaded
AGM.N_FY2022_Corporate Governance Guidelines 2022.pdf,Successfully downloaded
NUVO.NS_FY2022_Integrated Annual Report 2021-22.pdf,Successfully downloaded
336260.KS_FY2022_Sustainability Report.pdf,Successfully downloaded
SUVH.NS_FY2022_BUSINESS RESPONSIBILITY REPORT .pdf,Successfully downloaded
TPGC.KL_FY2022_SUSTAINABILITY REPORT.pdf,Successfully downloaded
2678.T_FY2022_Report 2022.pdf,Successfully downloaded
4206.T_FY2022_Report 2022.pdf,Successfully downloaded
PRU.AX_FY2022_2022 SUSTAINABLE DEVELOPMENT REPORT.pdf,Successfully downloaded
HTHB.KL_FY2022_Annual Report.pdf,Successfully downloaded
"RYI.N_FY2022_Environmental, Social and Governance.pdf",Successfully downloaded
NATP.NS_FY2022_Annual Report.pdf,Successfully downloaded
AKZO.NS_FY2022_Sustainability statements.pdf,Successfully downloaded
7189.T_FY2022_INTEGRATED REPORT.pdf,Successfully downloaded
