file_name,info
IHG.L_FY2022_Responsible Business Report 2022.pdf,Successfully downloaded
7532.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
LSI.N_FY2022_2022 Sustainability Report.pdf,Successfully downloaded
OKTA.OQ_FY2022_2022 Okta for Good Impact Report.pdf,Successfully downloaded
ADAN.NS_FY2022_ESG Report 2021-22.pdf,Successfully downloaded
JHX.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
"NWSA.OQ_FY2022_Environmental,Social and GovernanceReport 2022.pdf",Successfully downloaded
COTY.N_FY2022_FY22 SUSTAINABILITYREPORT.pdf,Successfully downloaded
"FND.N_FY2022_Environmental, Social andGovernance (ESG) Disclosures 2022.pdf",Successfully downloaded
ARMK.N_FY2022_2022 PROGRESS REPORT.pdf,Successfully downloaded
BBNI.JK_FY2022_2022 Sustainability Report.pdf,Successfully downloaded
PCTY.OQ_FY2022_Corporate SocialResponsibility Report 2022.pdf,Successfully downloaded
NXT.L_FY2022_CORPORATERESPONSIBILITY REPORTTO JANUARY 2022.pdf,Successfully downloaded
DISB.DU_FY2022_SUSTAINABILITY REPORT2022.pdf,Successfully downloaded
1209.HK_FY2022_Sustainability Report  2022.pdf,Successfully downloaded
APA.OQ_FY2022_2022SUSTAINABILITYREPORT.pdf,Successfully downloaded
S32.AX_FY2022_SUSTAINABLEDEVELOPMENTREPORT 2022.pdf,Successfully downloaded
SHL.AX_FY2022_SustainabilityReport2022.pdf,Successfully downloaded
NN.AS_FY2022_NN GroupCreating long-termvalue for ourstakeholders 2022.pdf,Successfully downloaded
OTEX.TO_FY2022_2022CORPORATECITIZENSHIPREPORT.pdf,Successfully downloaded
TBEV.SI_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
SIGNC.S_FY2022_Annual Report 2022.pdf,Successfully downloaded
NZYMb.CO_FY2022_2022 in brief.pdf,Successfully downloaded
6988.T_FY2022_Environmental Data Book 2022.pdf,Successfully downloaded
6988.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
2267.T_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
5020.T_FY2022_ESG DATA BOOK 2022.pdf,Successfully downloaded
HLMA.L_FY2022_Our Key Sustainability Objectives.pdf,Successfully downloaded
BWA.N_FY2022_2022 Sustainability Report.pdf,Successfully downloaded
SHCM.NS_FY2022_SUSTAINABILITY REPORT  2021-22.pdf,Successfully downloaded
UTHR.OQ_FY2022_2022 Corporate Responsibility andPublic Benefit Report.pdf,Successfully downloaded
2382.HK_FY2022_Sustainability-Linked Financing Framework 2022.pdf,Successfully downloaded
9697.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
ZI.OQ_FY2022_2022 Sustainability Report.pdf,Successfully downloaded
REDY.NS_FY2022_BusinessResponsibilityand SustainabilityReport 2021-22.pdf,Successfully downloaded
ICIR.NS_FY2022_ESG REPORT FY2022.pdf,Successfully downloaded
CDAY.N_FY2022_2022 Ceridian ESG Report.pdf,Successfully downloaded
BARN.S_FY2022_FOREVER CHOCOLATE PROGRESS REPORT 2021  22.pdf,Successfully downloaded
QRVO.OQ_FY2022_FY22 SUSTAINABILITY REPORT.pdf,Successfully downloaded
ADAI.NS_FY2022_ESG Presentation 2022.pdf,Successfully downloaded
1COV.DE_FY2022_TCFD REPORT 2022.pdf,Successfully downloaded
TPR.N_FY2022_Corporate Responsibility Report FY2022.pdf,Successfully downloaded
9021.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
JNPR.N_FY2022_Corporate SocialResponsibilityReport2022.pdf,Successfully downloaded
DAR.N_FY2022_ESG REPORTSEPTEMBER 2022.pdf,Successfully downloaded
RBC.N_FY2022_2022 S USTAINABILITY REPORT.pdf,Successfully downloaded
FOUG.PA_FY2022_Climate Report 2022.pdf,Successfully downloaded
RAND.AS_FY2022_annual report 2022.pdf,Successfully downloaded
BRBY.L_FY2022_202122 ESG.pdf,Successfully downloaded
PLS.AX_FY2022_2022 Annual Report.pdf,Successfully downloaded
COH.AX_FY2022_SustainabilityReport 2022.pdf,Successfully downloaded
ORG.AX_FY2022_2022SustainabilityReport.pdf,Successfully downloaded
ACCP.PA_FY2022_Climate Change 2022.pdf,Successfully downloaded
0083.HK_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
6963.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
VRT.N_FY2022_Dynamic Power’s Role InImproving Data CenterSustainability 2022.pdf,Successfully downloaded
ASRNL.AS_FY2022_Quarterly ESG Update – Q4 2022.pdf,Successfully downloaded
AFXG.DE_FY2022_Annual Report 202122.pdf,Successfully downloaded
VIV.PA_FY2022_ESG INVESTORPRESENTATIONJune 2022.pdf,Successfully downloaded
NST.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
SBIC.NS_FY2022_ESG DisclosuresFY’22.pdf,Successfully downloaded
3407.T_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
7202.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
9531.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
9531.T_FY2022_SUSTAINABILITY FACT BOOK 2022.pdf,Successfully downloaded
5802.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
"OTPB.BU_FY2022_Our Environmental, Socialand Governance approach 2022.pdf",Successfully downloaded
"CAR.OQ_FY2022_ENVIRONMENTAL,SOCIAL, ANDGOVERNANCE 2022.pdf",Successfully downloaded
7259.T_FY2022_AISIN GROUP REPORT 2022.pdf,Successfully downloaded
WCC.N_FY2022_2022 Sustainability Report.pdf,Successfully downloaded
5713.T_FY2022_ESG Data Book 2022.pdf,Successfully downloaded
5713.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
4091.T_FY2022_Corporate Governance Report 2022.pdf,Successfully downloaded
4091.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
IAG.AX_FY2022_Annual Review andSustainability Report 2022.pdf,Successfully downloaded
CPU.AX_FY2022_ESG Report 2022.pdf,Successfully downloaded
TACN.NS_FY2022_INTEGRATED ANNUAL REPORT 2021-22.pdf,Successfully downloaded
CHRH.CO_FY2022_ANNUAL REPORT 202122.pdf,Successfully downloaded
PNW.N_FY2022_Climate Change 2022.pdf,Successfully downloaded
WMS.N_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
PCOR.N_FY2022_2022 ESG Report.pdf,Successfully downloaded
9104.T_FY2022_MOLREPORT2022.pdf,Successfully downloaded
HII.N_FY2022_2022 SUSTAINABILITY REPORT.pdf,Successfully downloaded
"CASY.OQ_FY2022_2022 ENVIRONMENTAL,SOCIAL ANDGOVERNANCE REPORT.pdf",Successfully downloaded
4188.T_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
EVKn.DE_FY2022_Carbon Footprint 2022.pdf,Successfully downloaded
APLH.NS_FY2022_Business Responsibility and Sustainability Report - FY 2021-22.pdf,Successfully downloaded
SAP.TO_FY2022_2022 SAPUTO PROMISE REPORT.pdf,Successfully downloaded
MEL.NZ_FY2022_GHG Emissions Inventory report 2022.pdf,Successfully downloaded
MEL.NZ_FY2022_Integrated Annual Report 2022.pdf,Successfully downloaded
8593.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
DEMANT.CO_FY2022_SustainabilityReport2022.pdf,Successfully downloaded
034020.KS_FY2022_2022 Integrated Report of Doosan Enerbility.pdf,Successfully downloaded
REE.MC_FY2022_2022 Sustainability Report.pdf,Successfully downloaded
HLBB.KL_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
"TPG.OQ_FY2022_2022 Environmental, Social andGovernance Performance.pdf",Successfully downloaded
TTPW.NS_FY2022_Business Responsibility & Sustainability Report 2022.pdf,Successfully downloaded
MIN.AX_FY2022_2022 Sustainability Report.pdf,Successfully downloaded
GAIL.NS_FY2022_Sustainability Glimpses 2022.pdf,Successfully downloaded
6669.TW_FY2022_2022 SUSTAINABILITY REPORT.pdf,Successfully downloaded
2897.T_FY2022_SUSTAINABILITY REPORT 2019.pdf,Successfully downloaded
5411.T_FY2022_CSR Report 2022.pdf,Successfully downloaded
ADAG.NS_FY2022_Sustainability Report2021-22.pdf,Successfully downloaded
ARX.TO_FY2022_2022ESG REPORT.pdf,Successfully downloaded
RHC.AX_FY2022_IMPACT REPORT 2022.pdf,Successfully downloaded
MORN.OQ_FY2022_The Morningstar SustainalyticsCorporate ESG Survey Report2022.pdf,Successfully downloaded
"0241.HK_FY2022_2022 ENVIRONMENTAL, SOCIALAND GOVERNANCE REPORT.pdf",Successfully downloaded
RL.N_FY2022_Global Citizenship & Sustainability Report.pdf,Successfully downloaded
"ARW.N_FY2022_Environmental, Social,and Governance 2022.pdf",Successfully downloaded
PNDORA.CO_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
CTLT.N_FY2022_2022 Corporate Responsibility Report.pdf,Successfully downloaded
SBRY.L_FY2022_Climate Change 2022.pdf,Successfully downloaded
SBRY.L_FY2022_202122 sustainability update.pdf,Successfully downloaded
034730.KS_FY2022_2022 SK Inc. Sustainability Report.pdf,Successfully downloaded
GRLS.MC_FY2022_INTEGRATED AND SUSTAINABILITY ANNUAL REPORT 2022.pdf,Successfully downloaded
SSL.N_FY2022_INTEGRATED REPORT 2022.pdf,Successfully downloaded
UNSP.NS_FY2022_ESG Reporting Index 2022.pdf,Successfully downloaded
CREE.OQ_FY2022_2022 SUSTAINABILITYREPORT.pdf,Successfully downloaded
1812.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
4062.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
"ICIL.NS_FY2022_Environmental, Social and Governance Report FY2022.pdf",Successfully downloaded
8601.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
MACE.NS_FY2022_INTEGRATED REPORT 2021-22.pdf,Successfully downloaded
SVT.L_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
ITT.N_FY2022_2022 Sustainability Report.pdf,Successfully downloaded
"EWBC.OQ_FY2022_2022 Environmental, Socialand Governance Report.pdf",Successfully downloaded
"EGP.N_FY2022_Environmental, Social & Governance Report 2022.pdf",Successfully downloaded
BERY.N_FY2022_Climate Change 2022.pdf,Successfully downloaded
6586.T_FY2022_Environmental Report 2022.pdf,Successfully downloaded
SKFb.ST_FY2022_SKF 2022.pdf,Successfully downloaded
IGO.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
REH.AX_FY2022_SustainabilityReport2022.pdf,Successfully downloaded
ZOMT.NS_FY2022_An ESG Update | June 2022.pdf,Successfully downloaded
HROM.NS_FY2022_Annual Sustainability Report 2021-22.pdf,Successfully downloaded
ALV.N_FY2022_Annual andSustainabilityReport 2022.pdf,Successfully downloaded
SITE.N_FY2022_2022 ESG REPORT.pdf,Successfully downloaded
6479.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
SOL.AX_FY2022_Annual Report 2022.pdf,Successfully downloaded
9005.T_FY2022_INTEGRATED REPORT 2022.pdf,Successfully downloaded
BIDJ.J_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
9766.T_FY2022_Corporate Governance 2022.pdf,Successfully downloaded
"ORI.N_FY2022_Sustainability ReportMarch 31, 2022.pdf",Successfully downloaded
4768.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
EDV.AX_FY2022_Sustainibility Report 2022.pdf,Successfully downloaded
JEF.N_FY2022_SUSTAINABILITY STRATEGY 2022.pdf,Successfully downloaded
300347.SZ_FY2022_2020年可持续发展报告暨环境、社会与公司治理报告.pdf,Successfully downloaded
ABNd.AS_FY2022_2022 ClimateStrategy & Targets.pdf,Successfully downloaded
COHR.OQ_FY2022_ESG REPORT 2022.pdf,Successfully downloaded
MAXE.NS_FY2022_ENVIRONMENTAL SOCIALGOVERNANCE REPORT2021-2022.pdf,Successfully downloaded
003490.KS_FY2022_2022 Korean AirESG Report.pdf,Successfully downloaded
HR.N_FY2022_2022 CorporateResponsibility Report.pdf,Successfully downloaded
SMIN.L_FY2022_Sustainability at SmithsGlobal ESG Report FY2022.pdf,Successfully downloaded
9602.T_FY2022_Integrated Report2022.pdf,Successfully downloaded
CNM.N_FY2022_2022 ESG REPORT.pdf,Successfully downloaded
7911.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
"MKSI.OQ_FY2022_Environmental,Social, GovernanceReport 2022.pdf",Successfully downloaded
QAN.AX_FY2022_QANTAS SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
SOF.BR_FY2022_ESG AT SOFINA 2022.pdf,Successfully downloaded
EMPa.TO_FY2022_2022 Sustainable Business Report.pdf,Successfully downloaded
8951.T_FY2022_ESG Report 2022.pdf,Successfully downloaded
GNTX.OQ_FY2022_SUSTAINABILITYREPORT2022 REPORT.pdf,Successfully downloaded
XPO.N_FY2022_2022 Sustainability Report.pdf,Successfully downloaded
BMEB.L_FY2022_TCFD Report 2022.pdf,Successfully downloaded
9064.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
SHPJ.J_FY2022_Integrated Report 2022.pdf,Successfully downloaded
7951.T_FY2022_Sustainability Report2022.pdf,Successfully downloaded
1878.T_FY2022_Presentation on ESG 2022.pdf,Successfully downloaded
ORE.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
018260.KS_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
"2618.TW_FY2022_Environmental, Social and GovernanceInsight Report 2022.pdf",Successfully downloaded
PIIL.NS_FY2022_Sustainability Report 2021-22.pdf,Successfully downloaded
2269.T_FY2022_Corporate Governance Report 2022.pdf,Successfully downloaded
9107.T_FY2022_SUSTAINABILITY BOOKLET.pdf,Successfully downloaded
1801.T_FY2022_Environmental Social Governance Report 2022.pdf,Successfully downloaded
IHTL.NS_FY2022_Integrated Annual Report 2021-22.pdf,Successfully downloaded
BRX.N_FY2022_Investor Presentation 2022.pdf,Successfully downloaded
HLI.N_FY2022_Sustainability (ESG) Report 2022.pdf,Successfully downloaded
BWXT.N_FY2022_Sustainability 2022 Report.pdf,Successfully downloaded
"FHN.N_FY2022_Corporate Social Responsibility &Environmental, Social and GovernanceImpact Report 2022.pdf",Successfully downloaded
WRT1V.HE_FY2022_Annual Report 2022.pdf,Successfully downloaded
POLC.NS_FY2022_INTEGRATED ANNUAL REPORT 2021-22.pdf,Successfully downloaded
4204.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
DOO.TO_FY2022_FISCAL YEAR 2022 REPORT.pdf,Successfully downloaded
MPL.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
SGP.AX_FY2022_Integrated Annual Report 2022.pdf,Successfully downloaded
CMC.N_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
9532.T_FY2022_Corporate Governance Guidelines 2022.pdf,Successfully downloaded
9532.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
6504.T_FY2022_Electric Report 2022.pdf,Successfully downloaded
1802.T_FY2022_Corporate Report2022.pdf,Successfully downloaded
STWD.N_FY2022_Sustainable-Finance-Framework_2022.pdf,Successfully downloaded
2801.TW_FY2022_2022 ESG Summary.pdf,Successfully downloaded
EXEL.OQ_FY2022_2022 Corporate Values& Sustainability Report.pdf,Successfully downloaded
CDEV.OQ_FY2022_2022 Corporate Sustainability Report.pdf,Successfully downloaded
RLI.N_FY2022_Corporate Governance Guidelines 2022.pdf,Successfully downloaded
AUFI.NS_FY2022_Integrated Annual Report 2021-22.pdf,Successfully downloaded
3626.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
"WH.N_FY2022_2022 ENVIRONMENTAL, SOCIAL, AND GOVERNANCE (ESG) REPORT.pdf",Successfully downloaded
VOES.VI_FY2022_Corporate Responsibility Report 202122.pdf,Successfully downloaded
LPPP.WA_FY2022_SUSTAINABILITY REPORT  202122.pdf,Successfully downloaded
SAIC.N_FY2022_2022 SAIC Corporate Responsibility Report.pdf,Successfully downloaded
FIN.S_FY2022_Corporate Reports 2022.pdf,Successfully downloaded
ELF.N_FY2022_FISCAL 2022 IMPACT REPORT.pdf,Successfully downloaded
4185.T_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
TPG.AX_FY2022_Climate Change Report.pdf,Successfully downloaded
TPG.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
UPLL.NS_FY2022_SUSTAINABILITY REPORT 2021-22.pdf,Successfully downloaded
7261.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
"DWSG.DE_FY2022_2022 Environmental, Social, Governance.pdf",Successfully downloaded
IONS.OQ_FY2022_2022CorporateResponsibilityReport.pdf,Successfully downloaded
WDPP.BR_FY2022_FY 2022RESULTS.pdf,Successfully downloaded
INIR.NS_FY2022_23rd Annual Report 2021-22.pdf,Successfully downloaded
BSL.AX_FY2022_Sustainability Report 202122.pdf,Successfully downloaded
4739.T_FY2022_Integarated Report 2022.pdf,Successfully downloaded
0017.HK_FY2022_Annual Report 2022.pdf,Successfully downloaded
6305.T_FY2022_ESG Data Book 2022.pdf,Successfully downloaded
4183.T_FY2022_ESG Report 2022.pdf,Successfully downloaded
MGR.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
030200.KS_FY2022_2022 ESG REPORT.pdf,Successfully downloaded
CAR.AX_FY2022_Sustainability  Report  2022.pdf,Successfully downloaded
9501.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
ADTB.NS_FY2022_Sustainability Report 2021-22.pdf,Successfully downloaded
"DXC.N_FY2022_Environmental, Social and Governance: At a Glance.pdf",Successfully downloaded
ASPT.NS_FY2022_ESGSummaryReport 2022.pdf,Successfully downloaded
3283.T_FY2022_ESG Report2022.pdf,Successfully downloaded
SEBF.PA_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
SPK.NZ_FY2022_Annual Report 2022.pdf,Successfully downloaded
GIL.TO_FY2022_2022 Climate Change Disclosure Report .pdf,Successfully downloaded
ADEN.S_FY2022_Climate Change 2022.pdf,Successfully downloaded
3769.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
PROC.NS_FY2022_2022 CITIZENSHIP REPORT.pdf,Successfully downloaded
SVW.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
7276.T_FY2022_KOITO INTEGRATED REPORT 2022.pdf,Successfully downloaded
086280.KS_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
TTEX.NS_FY2022_Integrated Annual report 2021-22.pdf,Successfully downloaded
2208.HK_FY2022_2021可持续发展报告.pdf,Successfully downloaded
BCEI.N_FY2022_2022 CORPORATESUSTAINABILITYREPORT.pdf,Successfully downloaded
WOR.AX_FY2022_Climate Change 2022.pdf,Successfully downloaded
9962.T_FY2022_Annual Report 2022.pdf,Successfully downloaded
DXS.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
8952.T_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
3635.T_FY2022_INTEGRATED REPORT 2022.pdf,Successfully downloaded
9684.T_FY2022_Annual Report 2022.pdf,Successfully downloaded
THO.N_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
7735.T_FY2022_Sustainability Data Book 2022.pdf,Successfully downloaded
"TNET.N_FY2022_TriNet’s 2022Environmental,Social andGovernanceReport.pdf",Successfully downloaded
VCX.AX_FY2022_2022 SUSTAINABILITY REPORT.pdf,Successfully downloaded
IMPJ.J_FY2022_2022 ESG Report.pdf,Successfully downloaded
"POST.N_FY2022_2022 Environmental, Social, and Governance Report.pdf",Successfully downloaded
"MSM.N_FY2022_Environmental, Social and Governance Report 2022.pdf",Successfully downloaded
8473.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
9001.T_FY2022_Corporate Sustainability Report 2022.pdf,Successfully downloaded
DCC.L_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
DPH.L_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
AQN.TO_FY2022_2022 ESG Report.pdf,Successfully downloaded
3618.HK_FY2022_2021年度企业社会责任报告.pdf,Successfully downloaded
INLJ.J_FY2022_sustainability report 2022.pdf,Successfully downloaded
BKGH.L_FY2022_2022 Annual Report.pdf,Successfully downloaded
SEK.AX_FY2022_2022 Sustainability Report.pdf,Successfully downloaded
TATA.NS_FY2022_INTEGRATED REPORT 2021-22.pdf,Successfully downloaded
IFT.NZ_FY2022_Annual Report 2022.pdf,Successfully downloaded
8331.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
2768.T_FY2022_Climate Change 2022.pdf,Successfully downloaded
"VSAT.OQ_FY2022_FY22 Environmental, Social, Governance (ESG).pdf",Successfully downloaded
7211.T_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
5332.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
7752.T_FY2022_Integrated Report2022.pdf,Successfully downloaded
ARBN.NS_FY2022_SUSTAINABILITY REPORT2021-22.pdf,Successfully downloaded
SPIE.PA_FY2022_Sustainability-Linked Financing Framework 2022.pdf,Successfully downloaded
DSYJ.J_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
MRF.NS_FY2022_Annual-Report-2021-22.pdf,Successfully downloaded
6465.T_FY2022_Intergrated Report 2022.pdf,Successfully downloaded
012450.KS_FY2022_Hanwha_Systems_Sustainability_Report_2022_EN.pdf,Successfully downloaded
TWE.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
HPCL.NS_FY2022_Sustainability Report 2021-22.pdf,Successfully downloaded
PBF.N_FY2022_PBF-ESG-Report-FINAL-113022.pdf,Successfully downloaded
PSPN.S_FY2022_Annual report 2022.pdf,Successfully downloaded
4005.T_FY2022_sustainability data book 2022.pdf,Successfully downloaded
"CR.N_FY2022_2022 PHILANTHROPY, SUSTAINABILITY, AND EQUALITY REPORT.pdf",Successfully downloaded
VALMT.HE_FY2022_GRI Supplement 2022.pdf,Successfully downloaded
6110.HK_FY2022_TOP-Sustainability-Report-2022-FINAL.pdf,Successfully downloaded
IOIB.KL_FY2022_Sustainability report 2022.pdf,Successfully downloaded
6460.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
002294.SZ_FY2022_2021 年年度报告.pdf,Successfully downloaded
AAF.L_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
HCP.OQ_FY2022_Proxy Statement & Annual Report.pdf,Successfully downloaded
RRR.OQ_FY2022_Red Rock Resorts Annual Report 2022.pdf,Successfully downloaded
ALA.TO_FY2022_AltaGas 2022 ESG Update.pdf,Successfully downloaded
CWST.OQ_FY2022_Casella-REPORT-Sustainability2022.pdf,Successfully downloaded
BDEV.L_FY2022_esg-basis-of-reporting-2022-12-01.pdf,Successfully downloaded
VNT.N_FY2022_Vontier_2022_ESG_Report.pdf,Successfully downloaded
LTEH.NS_FY2022_ESG Report 2021-22.pdf,Successfully downloaded
361610.KS_FY2022_ENG_SK-Inc_SR_2022_Interactive_Final.pdf,Successfully downloaded
ENSG.OQ_FY2022_Annual-Report-and-Financial-Statements-2022.pdf,Successfully downloaded
6841.T_FY2022_YOKOGAWA SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
LUPN.NS_FY2022_INTEGRATED REPORT 2021-2022.pdf,Successfully downloaded
AGL.AX_FY2022_AGL Energy Annual Report 2022.pdf,Successfully downloaded
"HALO.OQ_FY2022_Environmental, Social & Governance Report 2022.pdf",Successfully downloaded
SUPI.NS_FY2022_2021-22 Annual Report.pdf,Successfully downloaded
PAGE.NS_FY2022_Sustainability-Report-2021-22.pdf,Successfully downloaded
TKAG.DE_FY2022_Annual Report 20212022.pdf,Successfully downloaded
MMFS.NS_FY2022_Mahindra-Sustainability-Report-2021-22_0.pdf,Successfully downloaded
MEG.TO_FY2022_MEG-2022-ESG-Performance-Data-Supplement-Including-SASB-Index-FINAL.pdf,Successfully downloaded
ICP.L_FY2022_ICG-Sustainability-and-People-Report-2022.pdf,Successfully downloaded
DTM.N_FY2022_DT-Midstream-Corporate-Sustainability-Report.pdf,Successfully downloaded
9719.T_FY2022_SCSK Report 2022.pdf,Successfully downloaded
SMDS.L_FY2022_2022 Annual Report.pdf,Successfully downloaded
8454.TW_FY2022_momo_2021ESGreport.pdf,Successfully downloaded
MKS.L_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
3436.T_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
9007.T_FY2022_INTEGRATED REPORT 2022.pdf,Successfully downloaded
CVO.PA_FY2022_2022-Climate-Report-1.pdf,Successfully downloaded
HRB.N_FY2022_H&R Block 2022 ESG Report.pdf,Successfully downloaded
NEWR.N_FY2022_2022 New Relic Impact Report.pdf,Successfully downloaded
FSNE.NS_FY2022_INTEGRATED REPORT 2021-22.pdf,Successfully downloaded
HRGV.L_FY2022_Report and Financial Statements 2022.pdf,Successfully downloaded
BFRG.NS_FY2022_CSR Report 2022.pdf,Successfully downloaded
DALB.NS_FY2022_Annual-Report_DBRL_2022.pdf,Successfully downloaded
2875.T_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
2377.TW_FY2022_SUSTAINABILITY REPORT.pdf,Successfully downloaded
AGI.TO_FY2022_2021 ESG Report.pdf,Successfully downloaded
AXFO.ST_FY2022_Annual and Sustainability Report 2022.pdf,Successfully downloaded
AZJ.AX_FY2022_2022 Sustainability Report.pdf,Successfully downloaded
COMI.CA_FY2022_Principles for Responsible Banking Progress Report 2022.pdf,Successfully downloaded
8953.T_FY2022_sustainability_rpt2022_e.pdf,Successfully downloaded
AI.N_FY2022_Annual Report FY22.pdf,Successfully downloaded
1911.T_FY2022_2022_report_en.pdf,Successfully downloaded
FN.N_FY2022_ Environment Sustainability Report FY2022.pdf,Successfully downloaded
BVTJ.J_FY2022_Integrated Report 2022.pdf,Successfully downloaded
1803.T_FY2022_SHIMIZU CORPORATE REPORT 2022.pdf,Successfully downloaded
HOMB.OQ_FY2022_HOME Annual Report 2022.pdf,Successfully downloaded
6806.T_FY2022_Annual Report.pdf,Successfully downloaded
ALD.AX_FY2022_Sustainability Performance Report 2022.pdf,Successfully downloaded
RXN.N_FY2022_2022 Sustainability Report.pdf,Successfully downloaded
NEOG.OQ_FY2022_annual-report-2022.pdf,Successfully downloaded
HLUNb.CO_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
MSGS.N_FY2022_MSG_CSR_Report_2022.pdf,Successfully downloaded
HONE.NS_FY2022_Honeywell Annual Report 2021-2022.pdf,Successfully downloaded
VOPA.AS_FY2022_Vopak Annual Report 2022_.pdf,Successfully downloaded
TRTN.N_FY2022_Sustainability-report-Trition-Middle-East1_V1.pdf,Successfully downloaded
2888.TW_FY2022_2022SUSTAINABILITY REPORT.pdf,Successfully downloaded
005070.KS_FY2022_COSMO REPORT 2022.pdf,Successfully downloaded
NFG.N_FY2022_2022 CLIMATE REPORT.pdf,Successfully downloaded
PLTK.OQ_FY2022_Playtika Holding Annual Report 2022.pdf,Successfully downloaded
600109.SS_FY2022_Social Responsibility Report 2021.pdf,Successfully downloaded
SWX.N_FY2022_Southwest-Gas-2022-Sustainability-Report.pdf,Successfully downloaded
MFT.NZ_FY2022_SustainabilityOverview_2022_v1-0.pdf,Successfully downloaded
CTDM.SI_FY2022_INTEGRATED SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
ASH.N_FY2022_Annual Report 2022.pdf,Successfully downloaded
KEX.N_FY2022_ESG-Report-2022.vF1_.pdf,Successfully downloaded
AVT.OQ_FY2022_sustainability-report-FY22.pdf,Successfully downloaded
JHG.N_FY2022_AnnualSustainabilityReport_Global+Sustainable+Equity_2022_08_exp_2023_08.pdf,Successfully downloaded
"MTG.N_FY2022_2022 ESG ENVIRONMENTAL, SOCIAL & GOVERNANCE REPORT.pdf",Successfully downloaded
ATA.TO_FY2022_SUSTAINABILITY REPORT FY2022.pdf,Successfully downloaded
FIZZ.OQ_FY2022_2022 ANNUAL REPORT.pdf,Successfully downloaded
